온실번호,조사일자,측정라인,표본번호,단체표준분류명,단체표준항목명,단체표준항목2명,조사항목,단위,조사항목값
3,2025-02-03,2,1,leafinfo,petiolelength,,엽병장,cm,14
3,2025-02-03,2,1,leafinfo,leafnumber,,엽수,개,7
3,2025-02-03,2,1,steminfo,crowndiameter,,관부직경,cm,2.5
3,2025-02-03,2,1,plantobjectinfo,fruitingnumber,,착과수,개,6
3,2025-02-03,2,2,steminfo,plantheight,,초장,cm,27
3,2025-02-03,2,2,leafinfo,leaflength,,엽장,cm,11
3,2025-02-03,2,2,leafinfo,leafwidth,,엽폭,cm,10
3,2025-02-03,2,2,leafinfo,petiolelength,,엽병장,cm,16
3,2025-02-03,2,2,leafinfo,leafnumber,,엽수,개,7
3,2025-02-03,2,2,steminfo,crowndiameter,,관부직경,cm,2.3
3,2025-02-03,2,2,plantobjectinfo,fruitingnumber,,착과수,개,5
3,2025-02-03,3,1,steminfo,plantheight,,초장,cm,25
3,2025-02-03,3,1,leafinfo,leaflength,,엽장,cm,12
3,2025-02-03,3,1,leafinfo,leafwidth,,엽폭,cm,9
3,2025-02-03,3,1,leafinfo,petiolelength,,엽병장,cm,13
3,2025-02-03,3,1,leafinfo,leafnumber,,엽수,개,8
3,2025-02-03,3,1,steminfo,crowndiameter,,관부직경,cm,2.5
3,2025-02-03,3,1,plantobjectinfo,fruitingnumber,,착과수,개,5
3,2025-02-03,3,2,steminfo,plantheight,,초장,cm,28
3,2025-02-03,3,2,leafinfo,leaflength,,엽장,cm,12
3,2025-02-03,3,2,leafinfo,leafwidth,,엽폭,cm,10
3,2025-02-03,3,2,leafinfo,petiolelength,,엽병장,cm,16
3,2025-02-03,3,2,leafinfo,leafnumber,,엽수,개,7
3,2025-02-03,3,2,steminfo,crowndiameter,,관부직경,cm,2.5
3,2025-02-03,3,2,plantobjectinfo,fruitingnumber,,착과수,개,5
3,2025-02-03,4,1,steminfo,plantheight,,초장,cm,27
3,2025-02-03,4,1,leafinfo,leaflength,,엽장,cm,10
3,2025-02-03,4,1,leafinfo,leafwidth,,엽폭,cm,9
3,2025-02-03,4,1,leafinfo,petiolelength,,엽병장,cm,17
3,2025-02-03,4,1,leafinfo,leafnumber,,엽수,개,7
3,2025-02-03,4,1,steminfo,crowndiameter,,관부직경,cm,2.3
3,2025-02-03,4,1,plantobjectinfo,fruitingnumber,,착과수,개,6
3,2025-02-03,4,2,steminfo,plantheight,,초장,cm,26
3,2025-02-03,4,2,leafinfo,leaflength,,엽장,cm,10
3,2025-02-03,4,2,leafinfo,leafwidth,,엽폭,cm,9
3,2025-02-03,4,2,leafinfo,petiolelength,,엽병장,cm,16
3,2025-02-03,4,2,leafinfo,leafnumber,,엽수,개,6
3,2025-02-03,4,2,steminfo,crowndiameter,,관부직경,cm,2.5
3,2025-02-03,4,2,plantobjectinfo,fruitingnumber,,착과수,개,7
3,2025-02-03,5,1,steminfo,plantheight,,초장,cm,27
3,2025-02-03,5,1,leafinfo,leaflength,,엽장,cm,10
3,2025-02-03,5,1,leafinfo,leafwidth,,엽폭,cm,9
3,2025-02-03,5,1,leafinfo,petiolelength,,엽병장,cm,17
3,2025-02-03,5,1,leafinfo,leafnumber,,엽수,개,7
3,2025-02-03,5,1,steminfo,crowndiameter,,관부직경,cm,2.5
3,2025-02-03,5,1,plantobjectinfo,fruitingnumber,,착과수,개,5
3,2025-02-03,5,2,steminfo,plantheight,,초장,cm,26
3,2025-02-03,5,2,leafinfo,leaflength,,엽장,cm,11
3,2025-02-03,5,2,leafinfo,leafwidth,,엽폭,cm,9
3,2025-02-03,5,2,leafinfo,petiolelength,,엽병장,cm,15
3,2025-02-03,5,2,leafinfo,leafnumber,,엽수,개,6
3,2025-02-03,5,2,steminfo,crowndiameter,,관부직경,cm,2.3
3,2025-02-03,5,2,plantobjectinfo,fruitingnumber,,착과수,개,6
4,2024-11-01,1,1,steminfo,plantheight,,초장,cm,22
4,2024-11-01,1,1,leafinfo,leaflength,,엽장,cm,10
4,2024-11-01,1,1,leafinfo,leafwidth,,엽폭,cm,8
4,2024-11-01,1,1,leafinfo,petiolelength,,엽병장,cm,11
4,2024-11-01,1,1,leafinfo,leafnumber,,엽수,개,7
4,2024-11-01,1,1,steminfo,crowndiameter,,관부직경,cm,2
4,2024-11-01,1,1,plantobjectinfo,fruitingnumber,,착과수,개,0
4,2024-11-01,1,2,steminfo,plantheight,,초장,cm,24
4,2024-11-01,1,2,leafinfo,leaflength,,엽장,cm,9
4,2024-11-01,1,2,leafinfo,leafwidth,,엽폭,cm,8
4,2024-11-01,1,2,leafinfo,petiolelength,,엽병장,cm,14
4,2024-11-01,1,2,leafinfo,leafnumber,,엽수,개,6
4,2024-11-01,1,2,steminfo,crowndiameter,,관부직경,cm,2
4,2024-11-01,1,2,plantobjectinfo,fruitingnumber,,착과수,개,0
4,2024-11-01,2,1,steminfo,plantheight,,초장,cm,19
4,2024-11-01,2,1,leafinfo,leaflength,,엽장,cm,10
4,2024-11-01,2,1,leafinfo,leafwidth,,엽폭,cm,8
4,2024-11-01,2,1,leafinfo,petiolelength,,엽병장,cm,9
4,2024-11-01,2,1,leafinfo,leafnumber,,엽수,개,6
4,2024-11-01,2,1,steminfo,crowndiameter,,관부직경,cm,1.5
4,2024-11-01,2,1,plantobjectinfo,fruitingnumber,,착과수,개,0
4,2024-11-01,2,2,steminfo,plantheight,,초장,cm,23
4,2024-11-01,2,2,leafinfo,leaflength,,엽장,cm,11
4,2024-11-01,2,2,leafinfo,leafwidth,,엽폭,cm,9
4,2024-11-01,2,2,leafinfo,petiolelength,,엽병장,cm,12
4,2024-11-01,2,2,leafinfo,leafnumber,,엽수,개,6
4,2024-11-01,2,2,steminfo,crowndiameter,,관부직경,cm,1.5
4,2024-11-01,2,2,plantobjectinfo,fruitingnumber,,착과수,개,0
4,2024-11-01,3,1,steminfo,plantheight,,초장,cm,27
4,2024-11-01,3,1,leafinfo,leaflength,,엽장,cm,11
4,2024-11-01,3,1,leafinfo,leafwidth,,엽폭,cm,9
4,2024-11-01,3,1,leafinfo,petiolelength,,엽병장,cm,15
4,2024-11-01,3,1,leafinfo,leafnumber,,엽수,개,8
4,2024-11-01,3,1,steminfo,crowndiameter,,관부직경,cm,2
4,2024-11-01,3,1,plantobjectinfo,fruitingnumber,,착과수,개,0
4,2024-11-01,3,2,steminfo,plantheight,,초장,cm,24
4,2024-11-01,3,2,leafinfo,leaflength,,엽장,cm,10
4,2024-11-01,3,2,leafinfo,leafwidth,,엽폭,cm,9
4,2024-11-01,3,2,leafinfo,petiolelength,,엽병장,cm,13
4,2024-11-01,3,2,leafinfo,leafnumber,,엽수,개,7
4,2024-11-01,3,2,steminfo,crowndiameter,,관부직경,cm,0
4,2024-11-01,3,2,plantobjectinfo,fruitingnumber,,착과수,개,0
4,2024-11-01,4,1,steminfo,plantheight,,초장,cm,28
4,2024-11-01,4,1,leafinfo,leaflength,,엽장,cm,11
4,2024-11-01,4,1,leafinfo,leafwidth,,엽폭,cm,9
4,2024-11-01,4,1,leafinfo,petiolelength,,엽병장,cm,16
4,2024-11-01,4,1,leafinfo,leafnumber,,엽수,개,7
4,2024-11-01,4,1,steminfo,crowndiameter,,관부직경,cm,1.5
4,2024-11-01,4,1,plantobjectinfo,fruitingnumber,,착과수,개,0
4,2024-11-01,4,2,steminfo,plantheight,,초장,cm,26
4,2024-11-01,4,2,leafinfo,leaflength,,엽장,cm,11
4,2024-11-01,4,2,leafinfo,leafwidth,,엽폭,cm,10
4,2024-11-01,4,2,leafinfo,petiolelength,,엽병장,cm,14
4,2024-11-01,4,2,leafinfo,leafnumber,,엽수,개,7
4,2024-11-01,4,2,steminfo,crowndiameter,,관부직경,cm,2
4,2024-11-01,4,2,plantobjectinfo,fruitingnumber,,착과수,개,0
4,2024-11-01,5,1,steminfo,plantheight,,초장,cm,22
4,2024-11-01,5,1,leafinfo,leaflength,,엽장,cm,10
4,2024-11-01,5,1,leafinfo,leafwidth,,엽폭,cm,7
4,2024-11-01,5,1,leafinfo,petiolelength,,엽병장,cm,11
4,2024-11-01,5,1,leafinfo,leafnumber,,엽수,개,6
4,2024-11-01,5,1,steminfo,crowndiameter,,관부직경,cm,1.5
4,2024-11-01,5,1,plantobjectinfo,fruitingnumber,,착과수,개,0
4,2024-11-01,5,2,steminfo,plantheight,,초장,cm,20
4,2024-11-01,5,2,leafinfo,leaflength,,엽장,cm,10
4,2024-11-01,5,2,leafinfo,leafwidth,,엽폭,cm,8
4,2024-11-01,5,2,leafinfo,petiolelength,,엽병장,cm,10
4,2024-11-01,5,2,leafinfo,leafnumber,,엽수,개,6
4,2024-11-01,5,2,steminfo,crowndiameter,,관부직경,cm,1.5
4,2024-11-01,5,2,plantobjectinfo,fruitingnumber,,착과수,개,0
4,2024-11-04,1,1,steminfo,plantheight,,초장,cm,23
4,2024-11-04,1,1,leafinfo,leaflength,,엽장,cm,11
4,2024-11-04,1,1,leafinfo,leafwidth,,엽폭,cm,9
4,2024-11-04,1,1,leafinfo,petiolelength,,엽병장,cm,12
4,2024-11-04,1,1,leafinfo,leafnumber,,엽수,개,7
4,2024-11-04,1,1,steminfo,crowndiameter,,관부직경,cm,2
4,2024-11-04,1,1,plantobjectinfo,fruitingnumber,,착과수,개,0
4,2024-11-04,1,2,steminfo,plantheight,,초장,cm,25
4,2024-11-04,1,2,leafinfo,leaflength,,엽장,cm,10
4,2024-11-04,1,2,leafinfo,leafwidth,,엽폭,cm,9
4,2024-11-04,1,2,leafinfo,petiolelength,,엽병장,cm,15
4,2024-11-04,1,2,leafinfo,leafnumber,,엽수,개,6
4,2024-11-04,1,2,steminfo,crowndiameter,,관부직경,cm,2
4,2024-11-04,1,2,plantobjectinfo,fruitingnumber,,착과수,개,0
4,2024-11-04,2,1,steminfo,plantheight,,초장,cm,19
4,2024-11-04,2,1,leafinfo,leaflength,,엽장,cm,10
4,2024-11-04,2,1,leafinfo,leafwidth,,엽폭,cm,8
4,2024-11-04,2,1,leafinfo,petiolelength,,엽병장,cm,9
4,2024-11-04,2,1,leafinfo,leafnumber,,엽수,개,6
4,2024-11-04,2,1,steminfo,crowndiameter,,관부직경,cm,1.5
4,2024-11-04,2,1,plantobjectinfo,fruitingnumber,,착과수,개,0
4,2024-11-04,2,2,steminfo,plantheight,,초장,cm,23
4,2024-11-04,2,2,leafinfo,leaflength,,엽장,cm,11
4,2024-11-04,2,2,leafinfo,leafwidth,,엽폭,cm,9
4,2024-11-04,2,2,leafinfo,petiolelength,,엽병장,cm,12
4,2024-11-04,2,2,leafinfo,leafnumber,,엽수,개,6
4,2024-11-04,2,2,steminfo,crowndiameter,,관부직경,cm,1.5
4,2024-11-04,2,2,plantobjectinfo,fruitingnumber,,착과수,개,0
4,2024-11-04,3,1,steminfo,plantheight,,초장,cm,28
4,2024-11-04,3,1,leafinfo,leaflength,,엽장,cm,12
4,2024-11-04,3,1,leafinfo,leafwidth,,엽폭,cm,10
4,2024-11-04,3,1,leafinfo,petiolelength,,엽병장,cm,16
4,2024-11-04,3,1,leafinfo,leafnumber,,엽수,개,8
4,2024-11-04,3,1,steminfo,crowndiameter,,관부직경,cm,2
4,2024-11-04,3,1,plantobjectinfo,fruitingnumber,,착과수,개,0
4,2024-11-04,3,2,steminfo,plantheight,,초장,cm,25
4,2024-11-04,3,2,leafinfo,leaflength,,엽장,cm,11
4,2024-11-04,3,2,leafinfo,leafwidth,,엽폭,cm,10
4,2024-11-04,3,2,leafinfo,petiolelength,,엽병장,cm,14
4,2024-11-04,3,2,leafinfo,leafnumber,,엽수,개,7
4,2024-11-04,3,2,steminfo,crowndiameter,,관부직경,cm,2
4,2024-11-04,3,2,plantobjectinfo,fruitingnumber,,착과수,개,0
4,2024-11-04,4,1,steminfo,plantheight,,초장,cm,29
4,2024-11-04,4,1,leafinfo,leaflength,,엽장,cm,12
4,2024-11-04,4,1,leafinfo,leafwidth,,엽폭,cm,10
4,2024-11-04,4,1,leafinfo,petiolelength,,엽병장,cm,17
4,2024-11-04,4,1,leafinfo,leafnumber,,엽수,개,7
4,2024-11-04,4,1,steminfo,crowndiameter,,관부직경,cm,1.5
4,2024-11-04,4,1,plantobjectinfo,fruitingnumber,,착과수,개,0
4,2024-11-04,4,2,steminfo,plantheight,,초장,cm,27
4,2024-11-04,4,2,leafinfo,leaflength,,엽장,cm,12
4,2024-11-04,4,2,leafinfo,leafwidth,,엽폭,cm,11
4,2024-11-04,4,2,leafinfo,petiolelength,,엽병장,cm,15
4,2024-11-04,4,2,leafinfo,leafnumber,,엽수,개,7
4,2024-11-04,4,2,steminfo,crowndiameter,,관부직경,cm,2
4,2024-11-04,4,2,plantobjectinfo,fruitingnumber,,착과수,개,0
4,2024-11-04,5,1,steminfo,plantheight,,초장,cm,23
4,2024-11-04,5,1,leafinfo,leaflength,,엽장,cm,11
4,2024-11-04,5,1,leafinfo,leafwidth,,엽폭,cm,8
4,2024-11-04,5,1,leafinfo,petiolelength,,엽병장,cm,12
4,2024-11-04,5,1,leafinfo,leafnumber,,엽수,개,6
4,2024-11-04,5,1,steminfo,crowndiameter,,관부직경,cm,1.5
4,2024-11-04,5,1,plantobjectinfo,fruitingnumber,,착과수,개,0
4,2024-11-04,5,2,steminfo,plantheight,,초장,cm,20
4,2024-11-04,5,2,leafinfo,leaflength,,엽장,cm,10
4,2024-11-04,5,2,leafinfo,leafwidth,,엽폭,cm,8
4,2024-11-04,5,2,leafinfo,petiolelength,,엽병장,cm,10
4,2024-11-04,5,2,leafinfo,leafnumber,,엽수,개,6
4,2024-11-04,5,2,steminfo,crowndiameter,,관부직경,cm,1.5
4,2024-11-04,5,2,plantobjectinfo,fruitingnumber,,착과수,개,0
4,2024-11-11,1,1,steminfo,plantheight,,초장,cm,27
4,2024-11-11,1,1,leafinfo,leaflength,,엽장,cm,11
4,2024-11-11,1,1,leafinfo,leafwidth,,엽폭,cm,9
4,2024-11-11,1,1,leafinfo,petiolelength,,엽병장,cm,16
4,2024-11-11,1,1,leafinfo,leafnumber,,엽수,개,7
4,2024-11-11,1,1,steminfo,crowndiameter,,관부직경,cm,2
4,2024-11-11,1,1,plantobjectinfo,fruitingnumber,,착과수,개,0
4,2024-11-11,1,2,steminfo,plantheight,,초장,cm,27
4,2024-11-11,1,2,leafinfo,leaflength,,엽장,cm,10
4,2024-11-11,1,2,leafinfo,leafwidth,,엽폭,cm,9
4,2024-11-11,1,2,leafinfo,petiolelength,,엽병장,cm,17
4,2024-11-11,1,2,leafinfo,leafnumber,,엽수,개,7
4,2024-11-11,1,2,steminfo,crowndiameter,,관부직경,cm,2
4,2024-11-11,1,2,plantobjectinfo,fruitingnumber,,착과수,개,0
4,2024-11-11,2,1,steminfo,plantheight,,초장,cm,21
4,2024-11-11,2,1,leafinfo,leaflength,,엽장,cm,10
4,2024-11-11,2,1,leafinfo,leafwidth,,엽폭,cm,8
4,2024-11-11,2,1,leafinfo,petiolelength,,엽병장,cm,11
4,2024-11-11,2,1,leafinfo,leafnumber,,엽수,개,7
4,2024-11-11,2,1,steminfo,crowndiameter,,관부직경,cm,1.5
4,2024-11-11,2,1,plantobjectinfo,fruitingnumber,,착과수,개,1
4,2024-11-11,2,2,steminfo,plantheight,,초장,cm,24
4,2024-11-11,2,2,leafinfo,leaflength,,엽장,cm,11
4,2024-11-11,2,2,leafinfo,leafwidth,,엽폭,cm,9
4,2024-11-11,2,2,leafinfo,petiolelength,,엽병장,cm,13
4,2024-11-11,2,2,leafinfo,leafnumber,,엽수,개,6
4,2024-11-11,2,2,steminfo,crowndiameter,,관부직경,cm,1.5
4,2024-11-11,2,2,plantobjectinfo,fruitingnumber,,착과수,개,0
4,2024-11-11,3,1,steminfo,plantheight,,초장,cm,29
4,2024-11-11,3,1,leafinfo,leaflength,,엽장,cm,12
4,2024-11-11,3,1,leafinfo,leafwidth,,엽폭,cm,10
4,2024-11-11,3,1,leafinfo,petiolelength,,엽병장,cm,17
4,2024-11-11,3,1,leafinfo,leafnumber,,엽수,개,7
4,2024-11-11,3,1,steminfo,crowndiameter,,관부직경,cm,2
4,2024-11-11,3,1,plantobjectinfo,fruitingnumber,,착과수,개,0
4,2024-11-11,3,2,steminfo,plantheight,,초장,cm,26
4,2024-11-11,3,2,leafinfo,leaflength,,엽장,cm,11
4,2024-11-11,3,2,leafinfo,leafwidth,,엽폭,cm,10
4,2024-11-11,3,2,leafinfo,petiolelength,,엽병장,cm,15
4,2024-11-11,3,2,leafinfo,leafnumber,,엽수,개,7
4,2024-11-11,3,2,steminfo,crowndiameter,,관부직경,cm,2
4,2024-11-11,3,2,plantobjectinfo,fruitingnumber,,착과수,개,0
4,2024-11-11,4,1,steminfo,plantheight,,초장,cm,29
4,2024-11-11,4,1,leafinfo,leaflength,,엽장,cm,12
4,2024-11-11,4,1,leafinfo,leafwidth,,엽폭,cm,10
4,2024-11-11,4,1,leafinfo,petiolelength,,엽병장,cm,17
4,2024-11-11,4,1,leafinfo,leafnumber,,엽수,개,7
4,2024-11-11,4,1,steminfo,crowndiameter,,관부직경,cm,1.5
4,2024-11-11,4,1,plantobjectinfo,fruitingnumber,,착과수,개,0
4,2024-11-11,4,2,steminfo,plantheight,,초장,cm,27
4,2024-11-11,4,2,leafinfo,leaflength,,엽장,cm,12
4,2024-11-11,4,2,leafinfo,leafwidth,,엽폭,cm,11
4,2024-11-11,4,2,leafinfo,petiolelength,,엽병장,cm,15
4,2024-11-11,4,2,leafinfo,leafnumber,,엽수,개,7
4,2024-11-11,4,2,steminfo,crowndiameter,,관부직경,cm,2
4,2024-11-11,4,2,plantobjectinfo,fruitingnumber,,착과수,개,0
4,2024-11-11,5,1,steminfo,plantheight,,초장,cm,24
4,2024-11-11,5,1,leafinfo,leaflength,,엽장,cm,11
4,2024-11-11,5,1,leafinfo,leafwidth,,엽폭,cm,8
4,2024-11-11,5,1,leafinfo,petiolelength,,엽병장,cm,13
4,2024-11-11,5,1,leafinfo,leafnumber,,엽수,개,6
4,2024-11-11,5,1,steminfo,crowndiameter,,관부직경,cm,1.5
4,2024-11-11,5,1,plantobjectinfo,fruitingnumber,,착과수,개,0
4,2024-11-11,5,2,steminfo,plantheight,,초장,cm,22
4,2024-11-11,5,2,leafinfo,leaflength,,엽장,cm,10
4,2024-11-11,5,2,leafinfo,leafwidth,,엽폭,cm,12
4,2024-11-11,5,2,leafinfo,petiolelength,,엽병장,cm,12
4,2024-11-11,5,2,leafinfo,leafnumber,,엽수,개,7
4,2024-11-11,5,2,steminfo,crowndiameter,,관부직경,cm,1.5
4,2024-11-11,5,2,plantobjectinfo,fruitingnumber,,착과수,개,0
4,2024-11-18,1,1,steminfo,plantheight,,초장,cm,27
4,2024-11-18,1,1,leafinfo,leaflength,,엽장,cm,11
4,2024-11-18,1,1,leafinfo,leafwidth,,엽폭,cm,9
4,2024-11-18,1,1,leafinfo,petiolelength,,엽병장,cm,16
4,2024-11-18,1,1,leafinfo,leafnumber,,엽수,개,6
4,2024-11-18,1,1,steminfo,crowndiameter,,관부직경,cm,2
4,2024-11-18,1,1,plantobjectinfo,fruitingnumber,,착과수,개,0
4,2024-11-18,1,2,steminfo,plantheight,,초장,cm,28
4,2024-11-18,1,2,leafinfo,leaflength,,엽장,cm,10
4,2024-11-18,1,2,leafinfo,leafwidth,,엽폭,cm,9
4,2024-11-18,1,2,leafinfo,petiolelength,,엽병장,cm,18
4,2024-11-18,1,2,leafinfo,leafnumber,,엽수,개,6
4,2024-11-18,1,2,steminfo,crowndiameter,,관부직경,cm,2
4,2024-11-18,1,2,plantobjectinfo,fruitingnumber,,착과수,개,1
4,2024-11-18,2,1,steminfo,plantheight,,초장,cm,22
4,2024-11-18,2,1,leafinfo,leaflength,,엽장,cm,10
4,2024-11-18,2,1,leafinfo,leafwidth,,엽폭,cm,8
4,2024-11-18,2,1,leafinfo,petiolelength,,엽병장,cm,12
4,2024-11-18,2,1,leafinfo,leafnumber,,엽수,개,6
4,2024-11-18,2,1,steminfo,crowndiameter,,관부직경,cm,1.5
4,2024-11-18,2,1,plantobjectinfo,fruitingnumber,,착과수,개,3
4,2024-11-18,2,2,steminfo,plantheight,,초장,cm,24
4,2024-11-18,2,2,leafinfo,leaflength,,엽장,cm,11
4,2024-11-18,2,2,leafinfo,leafwidth,,엽폭,cm,9
4,2024-11-18,2,2,leafinfo,petiolelength,,엽병장,cm,13
4,2024-11-18,2,2,leafinfo,leafnumber,,엽수,개,6
4,2024-11-18,2,2,steminfo,crowndiameter,,관부직경,cm,1.5
4,2024-11-18,2,2,plantobjectinfo,fruitingnumber,,착과수,개,0
4,2024-11-18,3,1,steminfo,plantheight,,초장,cm,30
4,2024-11-18,3,1,leafinfo,leaflength,,엽장,cm,12
4,2024-11-18,3,1,leafinfo,leafwidth,,엽폭,cm,10
4,2024-11-18,3,1,leafinfo,petiolelength,,엽병장,cm,18
4,2024-11-18,3,1,leafinfo,leafnumber,,엽수,개,6
4,2024-11-18,3,1,steminfo,crowndiameter,,관부직경,cm,2
4,2024-11-18,3,1,plantobjectinfo,fruitingnumber,,착과수,개,0
4,2024-11-18,3,2,steminfo,plantheight,,초장,cm,27
4,2024-11-18,3,2,leafinfo,leaflength,,엽장,cm,11
4,2024-11-18,3,2,leafinfo,leafwidth,,엽폭,cm,10
4,2024-11-18,3,2,leafinfo,petiolelength,,엽병장,cm,16
4,2024-11-18,3,2,leafinfo,leafnumber,,엽수,개,5
4,2024-11-18,3,2,steminfo,crowndiameter,,관부직경,cm,2
4,2024-11-18,3,2,plantobjectinfo,fruitingnumber,,착과수,개,1
4,2024-11-18,4,1,steminfo,plantheight,,초장,cm,30
4,2024-11-18,4,1,leafinfo,leaflength,,엽장,cm,12
4,2024-11-18,4,1,leafinfo,leafwidth,,엽폭,cm,10
4,2024-11-18,4,1,leafinfo,petiolelength,,엽병장,cm,18
4,2024-11-18,4,1,leafinfo,leafnumber,,엽수,개,6
4,2024-11-18,4,1,steminfo,crowndiameter,,관부직경,cm,1.5
4,2024-11-18,4,1,plantobjectinfo,fruitingnumber,,착과수,개,1
4,2024-11-18,4,2,steminfo,plantheight,,초장,cm,28
4,2024-11-18,4,2,leafinfo,leaflength,,엽장,cm,12
4,2024-11-18,4,2,leafinfo,leafwidth,,엽폭,cm,11
4,2024-11-18,4,2,leafinfo,petiolelength,,엽병장,cm,16
4,2024-11-18,4,2,leafinfo,leafnumber,,엽수,개,6
4,2024-11-18,4,2,steminfo,crowndiameter,,관부직경,cm,2
4,2024-11-18,4,2,plantobjectinfo,fruitingnumber,,착과수,개,0
4,2024-11-18,5,1,steminfo,plantheight,,초장,cm,26
4,2024-11-18,5,1,leafinfo,leaflength,,엽장,cm,11
4,2024-11-18,5,1,leafinfo,leafwidth,,엽폭,cm,8
4,2024-11-18,5,1,leafinfo,petiolelength,,엽병장,cm,15
4,2024-11-18,5,1,leafinfo,leafnumber,,엽수,개,6
4,2024-11-18,5,1,steminfo,crowndiameter,,관부직경,cm,1.5
4,2024-11-18,5,1,plantobjectinfo,fruitingnumber,,착과수,개,1
4,2024-11-18,5,2,steminfo,plantheight,,초장,cm,23
4,2024-11-18,5,2,leafinfo,leaflength,,엽장,cm,10
4,2024-11-18,5,2,leafinfo,leafwidth,,엽폭,cm,12
4,2024-11-18,5,2,leafinfo,petiolelength,,엽병장,cm,13
4,2024-11-18,5,2,leafinfo,leafnumber,,엽수,개,6
4,2024-11-18,5,2,steminfo,crowndiameter,,관부직경,cm,1.5
4,2024-11-18,5,2,plantobjectinfo,fruitingnumber,,착과수,개,0
4,2024-11-25,1,1,steminfo,plantheight,,초장,cm,28
4,2024-11-25,1,1,leafinfo,leaflength,,엽장,cm,11
4,2024-11-25,1,1,leafinfo,leafwidth,,엽폭,cm,9
4,2024-11-25,1,1,leafinfo,petiolelength,,엽병장,cm,17
4,2024-11-25,1,1,leafinfo,leafnumber,,엽수,개,6
4,2024-11-25,1,1,steminfo,crowndiameter,,관부직경,cm,2
4,2024-11-25,1,1,plantobjectinfo,fruitingnumber,,착과수,개,3
4,2024-11-25,1,2,steminfo,plantheight,,초장,cm,28
4,2024-11-25,1,2,leafinfo,leaflength,,엽장,cm,10
4,2024-11-25,1,2,leafinfo,leafwidth,,엽폭,cm,9
4,2024-11-25,1,2,leafinfo,petiolelength,,엽병장,cm,18
4,2024-11-25,1,2,leafinfo,leafnumber,,엽수,개,6
4,2024-11-25,1,2,steminfo,crowndiameter,,관부직경,cm,2
4,2024-11-25,1,2,plantobjectinfo,fruitingnumber,,착과수,개,5
4,2024-11-25,2,1,steminfo,plantheight,,초장,cm,23
4,2024-11-25,2,1,leafinfo,leaflength,,엽장,cm,10
4,2024-11-25,2,1,leafinfo,leafwidth,,엽폭,cm,8
4,2024-11-25,2,1,leafinfo,petiolelength,,엽병장,cm,13
4,2024-11-25,2,1,leafinfo,leafnumber,,엽수,개,6
4,2024-11-25,2,1,steminfo,crowndiameter,,관부직경,cm,1.5
4,2024-11-25,2,1,plantobjectinfo,fruitingnumber,,착과수,개,7
4,2024-11-25,2,2,steminfo,plantheight,,초장,cm,25
4,2024-11-25,2,2,leafinfo,leaflength,,엽장,cm,11
4,2024-11-25,2,2,leafinfo,leafwidth,,엽폭,cm,9
4,2024-11-25,2,2,leafinfo,petiolelength,,엽병장,cm,14
4,2024-11-25,2,2,leafinfo,leafnumber,,엽수,개,6
4,2024-11-25,2,2,steminfo,crowndiameter,,관부직경,cm,1.5
4,2024-11-25,2,2,plantobjectinfo,fruitingnumber,,착과수,개,1
4,2024-11-25,3,1,steminfo,plantheight,,초장,cm,30
4,2024-11-25,3,1,leafinfo,leaflength,,엽장,cm,12
4,2024-11-25,3,1,leafinfo,leafwidth,,엽폭,cm,10
4,2024-11-25,3,1,leafinfo,petiolelength,,엽병장,cm,18
4,2024-11-25,3,1,leafinfo,leafnumber,,엽수,개,6
4,2024-11-25,3,1,steminfo,crowndiameter,,관부직경,cm,2
4,2024-11-25,3,1,plantobjectinfo,fruitingnumber,,착과수,개,4
4,2024-11-25,3,2,steminfo,plantheight,,초장,cm,28
4,2024-11-25,3,2,leafinfo,leaflength,,엽장,cm,11
4,2024-11-25,3,2,leafinfo,leafwidth,,엽폭,cm,10
4,2024-11-25,3,2,leafinfo,petiolelength,,엽병장,cm,17
4,2024-11-25,3,2,leafinfo,leafnumber,,엽수,개,5
4,2024-11-25,3,2,steminfo,crowndiameter,,관부직경,cm,2
4,2024-11-25,3,2,plantobjectinfo,fruitingnumber,,착과수,개,5
4,2024-11-25,4,1,steminfo,plantheight,,초장,cm,30
4,2024-11-25,4,1,leafinfo,leaflength,,엽장,cm,12
4,2024-11-25,4,1,leafinfo,leafwidth,,엽폭,cm,10
4,2024-11-25,4,1,leafinfo,petiolelength,,엽병장,cm,18
4,2024-11-25,4,1,leafinfo,leafnumber,,엽수,개,6
4,2024-11-25,4,1,steminfo,crowndiameter,,관부직경,cm,1.5
4,2024-11-25,4,1,plantobjectinfo,fruitingnumber,,착과수,개,5
4,2024-11-25,4,2,steminfo,plantheight,,초장,cm,29
4,2024-11-25,4,2,leafinfo,leaflength,,엽장,cm,12
4,2024-11-25,4,2,leafinfo,leafwidth,,엽폭,cm,11
4,2024-11-25,4,2,leafinfo,petiolelength,,엽병장,cm,17
4,2024-11-25,4,2,leafinfo,leafnumber,,엽수,개,6
4,2024-11-25,4,2,steminfo,crowndiameter,,관부직경,cm,2
4,2024-11-25,4,2,plantobjectinfo,fruitingnumber,,착과수,개,1
4,2024-11-25,5,1,steminfo,plantheight,,초장,cm,27
4,2024-11-25,5,1,leafinfo,leaflength,,엽장,cm,11
4,2024-11-25,5,1,leafinfo,leafwidth,,엽폭,cm,8
4,2024-11-25,5,1,leafinfo,petiolelength,,엽병장,cm,16
